Unnamed: 0,City,Price,Title,bedroom,ft
2259,newport,1750,4 bedroom gourmet kitchen,4,2250
2260,manchester,1810,no more shoveling snow - move in and relax #224,2,1029
2261,marbleheadrd,3000,newly renovated - windham home,3,2644
2262,manchester,1360,"2 bedroom 1 bathroom, pet friendly $500 off",2,
2263,"108wmainstreet,merrimac,ma",1849,open house reserve your new apartment today,2,1071
2264,maplehurstave,2000,3-4 bedroom house,4,
2265,manchester,1785,centrally located luxury apartments #129,2,1012
2266,laconia,764,"plan ahead, get on our waitlist",1,690
2267,manchester,975,488 pine street #1 lovely 1 bedroom apartment all utl included,1,
2268,manchester,1810,get your move on no application fee #243,2,1035
2269,merrimack,1425,"smoke/pet free 1st flr renovated 2 bed, w/ free wifi, storage, parking",880ft2,
2270,lebanon,2125,love living near skiing and the mountains - november -,3,1706
2271,lebanon,1695,"central air conditioning, bike racks, recycling, views available",1,697
2272,manchester,1145,stress free living - move this month before snow comes -,1,600
2273,nashua,2115,lofts 34 now open so close to downtown nashua spacious #336,2,1392
2274,nashua,1795,"don't let apartment searching bog you down, lofts 34 is now open #210",2,1097
2275,nashua,2300,spacious 3 br 2 bath at lofts 34 so close to downtown nashua #101,3,1518
2276,hamptonbeach,950,month to month winter rental,320ft2,
2277,lee,765,"tiny cottage, quiet setting,  heat n utilities included",1,
2278,manchester,1650,gorgeous  victorian w heat  hot water inc.  garage available,2,1400
2279,891bpelhamnh,1375,"$1375 / 3br - ""3 bedroom duplex"" , pelham nh",3,
2280,"891b,pelhamnh",1375,"""3 bedroom duplex"" , pelham nh $1375",3,
2281,durham,850,cottages of durham apartment for rent $850/month,,
2282,northwoodnh,1500,lakefront waterfront 2 bedroom northwood lake,2,1000
2283,"belleaulake,eastwakefield",1100,two bed room camp,2,
2284,manchesterj,1850,"regency west, luxury 55+ apartments",2,1140
2285,"merrimac,ma",1849,"luxury 55+ active adult community- coming soon to merrimac, ma",2,1071
2286,milan,700,"2 bedroom, 2 bath mobile home in quiet park",2,
2287,"108wmainstreet,merrimac,ma",1849,hard hat tour regency village,2,1071
2288,keene,1210,live where you can work and play,1,
2289,bowmanst.,1575,stunning three bedroom duplex,3,1300
2290,5berrycourt,1100,four sunny rooms in victorian era 3 family,1,600
2291,nan,1700,proper design. smartly priced. ready for move-in manchester nh,2,1125
2292,nan,1700,►►two bedrooms pet friendly - w/d in the unit manchester ◄,2,1125
2293,campton,1300,"campton, 2/3 bedroom apt. for rent",3,
2294,manchester,1145,call to see southside manor - then call it home -,1,600
2295,manchester,1145,worry free and maintenance free  call today  rural area ,1,
2296,"80golfviewdrive,manchester",1550,greenview townhomes,2,1200
2297,"114blaisdellst.,haverhill,ma",850,first floor one bedroom unit,1,
2298,59oldhacketthillrdmanchesternh,1810,"regency heights, exclusive 55+ living",2,1140
2299,lebanon,2175,great looking townhouse coming soon prospect hills,3,1706
2300,laconia,764,"plan ahead, get on our waitlist",1,690
2301,1850frontstmanchesternh,1850,"regency west, luxury 55+ apartments",2,1140
2302,manchester,1145, walk to get your coffee in the morning  close to shopping ,1,
2303,3countryclubdrmanchesternh,1875,rivers edge condos in manchester luxury 55+ community,2,1470
2304,douglassst.keene,900,"very nice, one bedroom apt, walking distance to downtown keene",1,
2305,"108wmainstreet,merrimac,ma",1600,open house  regency village,1,889
2306,nashua,1500,dog friendly 2 bedroom available november 9th,750ft2,
2307,lebanon,1790,"cable ready, high speed internet, built in microwave, views available",1,697
2308,theresidencesatsundial,1505,you deserve luxury come home to the residences at sundial,1,735
2309,dovernh,1075,spacious townhouse apartment you can afford,3,1638
2310,cornish,975,"2 br apartment, large yard",2,850
2311,8franklinheights,1250,newly renovated condo for rent,2,964
2312,plaistow,1400,2 bed 1 bath recently renovated unit in plaistow - includes h  hw,2,812
2313,lebanon,1900,"central air conditioning, elevators in select buildings, recycling",2,999
2314,claremontnh,875,2 br apartment downtown claremont $204/week,2,810
2315,swanzey,1354,"modern appliances, laundry facility, walk in closets",2,1079
2316,beaconandlaure,1200,"2 bedroom, 1 1/2 bath lrg 1st flr apt near elliot hosp  deerfield pk",2,940
2317,60d,1100,last studio available for 2019-2020 davis court,1,
2318,5dennisonroad,725,"updated 2 br, 3 person apt available for 2019-2020",2,
2319,64b,875,renovated 4 person townhouse available fall 2019,2,
2320,561a,795,"beautiful 3 br, 5 person apt. at davis court",3,
2321,21madburyroad,965,units leasing quickly reserve your space at madbury commons today,4,
2322,60amadburyroad,875,5 br renovated apt. at davis court,5,
2323,62daviscourt,795,"4 br, 6 person townhouse at davis court available- 2019-2020",4,
2324,keene,1295,warm  welcoming tucked away in central keene area,1,
2325,164roxburystreetkeene,595,large studio,,
2326,nan,1450,"manchester, kennard rd. townhouse 3 bedroom $1450.00 month",3,1100
2327,497maplestreetmanchester,800,2 bedroom apartment located behind central highschool,2,
2328,"25bemisst.,berlin",900,"2 story home, 4 bedroom",4,
2329,"foxhollowdrive,hudson",1500,fox hollow - large unit w eat in kitchen/big closets new year,2,1200
2330,"292hillsborost.,berlin",800,"2 story home, 2 bedroom",2,
2331,manchester,1145,no shoveling - no maintenance - all done for you - november -,1,600
2332,36blossomst.,1300,"nashua- 3 bedroom, spacious and sunny w/3 season porch.",3,1500
2333,portsmouth,1465,the pines - 2 bed 1 bath close to down town portsmouth,2,952
2334,portsmouth,1465,the pines - 2 bed 1 bath close to down town portsmouth,2,952
2335,portsmouth,1340,the pines - 2 bed 1 bath close to down town portsmouth,2,
2336,meredith,1100,23 pleasant st. unit 1-10,2,1053
2337,lebanon,2125,fireplace - garage - 3 bedroom - november move -,3,1706
2338,"517secondave.,berlin",1100,"2 story home, 4-5 bedrooms",4,
2339,"8cascadeflats#1,gorham",750,"1st floor, 2 br apartment",2,
2340,"578rockinghamst.#3,berlin",550,"3rd floor, 1 (possible 2) br apartment",1,
2341,concord/penacook,1600,3 bedroom townhouse for rent,3,1200
2342,dover,1539,scary move in deals - call today,2,
2343,hudson,1500,fox hollow - large 2 bed w eat in kitchen avail mid november,2,1200
2344,hudson,1385,fox hollow - available mid november 2 bedroom 1 1/2 baths,2,1025
2345,"lawrence,ma",2350,luxury city living beautiful loft building (unit 2-509),2,1786
2346,nashua,2100,2 bedroom condo,2,1950
2347,nan,1400,portsmouth downtown/west end  apartment,1,
2348,manchester,1100,two bedroom condo in pinewood estates,2,920
2349,barre,795,one bedroom apartment,,
2350,kitterymaine,1350,price reduced - beautiful country setting,2,
2351,"108wmainstreet,merrimac,ma",1849,hard hat tours at regency village,2,1071
2352,lebanon,2125,fall in love with your 3 bedroom townhouse - garage -,3,1706
2353,nan,2195,"brand new two bedroom apartment homes in salem, nh",2,959
2354,goffstown,1150,☀ beautiful two bedroom ☀ available november,2,770
2355,manchester,1635,🎃 no tricks just treats at the lofts at mill west #114,2,911
2356,islingtonstreet,2100,portsmouth - large 3 bedroom downtown w/off-street parking,3,1800
2357,manchester,1145,first floor - november move - 1 bedroom - pet friendly -,1,600
2358,islingtonstreet,2100,portsmouth 3 bedroom dowtown w/off-street parking,3,1800
2359,nan,1808,"2 bedroom - 24-hour maintenance emergency response, carports available",2,933
2360,manchester,1785,👻this hauntingly good deal won't last long - #a313,2,1100
2361,nan,1700,✂✂✂ move in specials call now and cut down some costs manche,2,1125
2362,"baxterlake,rochester",1300,"lake rentals $1-2k , near rochester-dover-portsmouth-kittery",3,
2363,nan,1649,"1 bedroom - full-size washer and dryer in each home, granite counterto",1,739
2364,nan,1700,stunning 2b1b move in ready $300off first month,2,1125
2365,manchester,2600,don't compromise get the new home of your dreams #213,2,1430
2366,laconia,994,call today to income qualify,2,973
2367,dover,1625,wooden beam and exposed brick |heat | hot water | wi-fi included,1,823
2368,swanzey,1255,"professionally managed, walk in closets, exterior storage",2,1018
2369,derry,2100,"3 bedroom home for rent, ht/hw/elec included",3,1300
2370,lebanon,1660,"spacious closets, laundry service pick up and delivery, free weights",1,697
2371,8marshalcourt#2pittsfield,1000,spacious 2-3 br / ba w/ heat included,,
2372,21mechanicst.farmington,800,spacious 1 br/ 1 ba  a must see  fall move in special,,
2373,"18chestnutst,claremont",1100,=friendly community||3 bed 1.5bath home available||,,
2374,northeastmanchester,1295,first floor-spacious sunny 2 bdrm 1.5 bath beautiful hardwoods,2,1100
2375,northeastmanchester,1100,sunny  spacious,2,1000
2376,nashua,1000,"1 bedroom apartment for rent $1,000 a month",1,
2377,"quechee,vt",1300,"west quechee studio, no pets permitted",1,500
2378,gilfordnh,1100,"fully furnished, 4 miles to  lakes region general hospital",1,
2379,manchester,1125,"5 rooms, 2 bed apartment, 2nd floor in quiet clean house",2,1120
2380,nan,15451645,spacious studio apartment homes in brand new community,,
2381,langdonstreet,3900,psu plymouth 2019-2020 3-bedroom apartment,3,
2382,30pleasantstreet,3900,psu - entire house available 2018-2019,,
2383,plymouth,3600,psu plymouth nh 2018-2019 4-bedroom house,4,
2384,plymouth,850,psu quiet house - attention graduate students,1,
2385,nan,2195,two bedroom apartment homes available now,2,959
2386,nan,1952,"2 bedroom - oversized garden tubs, mini blinds, river and wooded views",2,1097
2387,berlinnh,725,"berlin 3 bedroom 2nd floor unit, bright, clean...nice location",3,950
2388,berlinnh,150,berlin short term furnished room rentals for visting nurses and guards,2,850
2389,berlinnh,750,berlin west side 124 wight street 1st floor - heat included,2,1000
2390,berlin,525,excellent condition 1br berlin nh apartment available now,1,550
2391,berlinnh,725,berlin west side 124 wight street 2nd floor - heat included,2,1000
2392,nan,1795,brand new one bedroom apartments,1,695
2393,nan,1915,"2 bedroom - well-landscaped grounds, plank flooring, granite countertops",2,949
2394,bagdadroad,3000,"walk to campus, downtown, amtrak, 4 beds, 2 baths, 2 car attached garage, more o",4,1365
2395,nan,1649,"1 bedroom - valet dry-cleaning service, river and wooded views",1,739
2396,nan,1545,spacious studio apartment homes in brand new community,,
2397,"72highst.,exeter",1450,coach house rental,1,1000
2398,maplest,1250,3 bedroom apartment in west lebanon,3,1000
2399,nan,1770,one bedroom apartment homes,1,658
2400,nan,1700,"1 bedroom - carports available, 24-hour maintenance emergency response",1,739
2401,nan,1649,"1 bedroom - balcony, full-sized washer and dryer in apartment",1,739
2402,nan,1770,one bedroom apartment homes,1,658
2403,17firststdover,900,"downtown 1 bed w/porch, heat+hw included",1,
2404,nashua,720,1 room for rent in 2 bed apartment near exit 8,2,980
2405,nan,2195,two bedroom apartment homes available now,2,959
2406,nan,1813,"2 bedroom- first floor, water view, walk in closets, granite counters",2,933
2407,concord,800,$800 studio apartment w/ utilities included,200ft2,
2408,lyme,800,studio apartment for rent,1,1800
2409,36warren,2400,melrose three bedroom two baths,3,1000
2410,farmington,1800,"waterfront, baxter lake",3,1900
2411,plymouth,1450,"recently renovated house, walking distance to downtown, big backyard",1900ft2,
2412,gilford,1100,gilford 3 bedroom,3,
2413,nan,1863,"2 bedroom - full-size washer and dryer in each home, granite countertops",2,949
2414,manchester,1850,bright and spacious 2 bedroom with a river view and exposed brick(311),2,1035
2415,manchester,1635,spacious living at the lofts at mill west - 2br/1ba (114),2,911
2416,manchester,1810,2nd floor manchester mill west 2 br apartment (207),2,1035
2417,nan,2195,two bedroom apartment homes available now,2,959
2418,nashua,1600,"stop on by check out unit #127, you'll love it",1,803
2419,laconia,1250,wooded viewprivate patiostainless applianceslaconiawasher/dryer,2,984
2420,manchester,1145,cozy - renovated  bamboo flooring  southside manor  rural ,1,
2421,manchester,1145,there's no place like home  renovated  rural area  pet friendly ,1,
2422,manchester,1145,worry free and maintenance free  call today  rural area ,1,
2423,swanzey,1354,"modern fixtures, on site professional mgmt, walk in closets",2,1079
2424,80golfviewdr.manchester,1550,greenview village townhouse in manchester,2,1100
2425,manchester,1145,1 bedroom - rural - southside manor - november -,1,600
2426,loudon,1200,2br duplex,2,960
2427,manchester,1620,have a lofty thanksgiving in your manchester mill #1 loft,2,1008
2428,manchester,1660,blending relaxation  sophistication to create the ideal place.,2,1044
2429,hamptonbeach,1650,two bedroom apartment near the beach,2,
2430,manchester,1360,"2 bedroom 1 bathroom, pet friendly",2,
2431,whiteriverjunction,1100,furnished 1 bedroom apartment w/ utilities included,600ft2,
2432,manchester,1660,live like you want. that's our anthem.,2,1044
2433,swanzey,1255,"schedule a tour, walk in closets, heat included",2,1018
2434,manchester,2145,live like you want. that's our anthem. unit ll16,3,1515
2435,dover,1539,$500 off move in costs - ready for  move in,2,
2436,manchester,1810,unparalleled views. exceptional style. nonstop luxury. unit 215,2,1035
2437,manchester,1145,manchester's southside manor is waiting for you - call -,1,600
2438,manchester,1810,"location, community, quality living. it starts here unit 209",2,1020
2439,nan,2066,"2 bedroom - pet friendly with some restrictions, well-landscaped grounds",2,1097
2440,laconia,1255,come see how beautiful apple ridge is in the fall,2,984
2441,lebanon,2175,"location, community, quality living. it starts here",3,1706
2442,lebanon,2125,spacious modern living. prospect hills.,3,1706
2443,nashua,1795,stunning. unique. and very upscale. unit 324,2,1098
2444,laconia,994,income qualify today,2,973
2445,nashua,1450,modern amenities. sophisticated style lofts 34 (ll-a6),1,946
2446,manchesternh,1160,gracious  square foot apartment in manchester,1,650
2447,lebanon,1900,"fitness center, recycling, public transportation, elevator, storage",2,1000
2448,nan,1700,►►two bedrooms pet friendly - w/d in the unit manchester ◄,2,1125
2449,nan,1700,elevators for your convenience excellent location  pet friendly,2,1125
2450,lebanon,2125,townhouse - yard - patio - fireplace - pet friendly -,3,1706
2451,nan,1660,pre lease now for january 2 bed 2 bathpet friendly,2,949
2452,keene/swanzey,1310,lovely apartment in a desirable neighborhhod,2,
2453,manchesternh,1461,open and bright,2,985
2454,manchester,1000,beautiful 2 bedroom in manchester,2,
2455,salem-rockinghamarea,2170,be the first to live here beautiful new luxury unit pet friendly,2,
2456,salem-rockinghamarea,2180,be the first to live here beautiful new luxury unit pet friendly,2,
2457,nan,1813,"2 bedroom - lighted tennis  basketball courts, year-round bbq stations",2,933
2458,nan,2188,"2 bedroom - walk in closets, plank flooring, 9-ft ceilings",2,1097
2459,nashua,1425,dog and cat friendly 2br on 2nd floor move in next week,2,1050
2460,nan,1649,"1 bedroom - oversized garden tubs, plank flooring, granite countertops",1,739
2461,nan,1827,"2 bedroom - full-size washer and dryer in each home, granite counterto",2,949
2462,nan,1777,"2 bedroom - oversized garden tubs, state-of-the-art clubhouse with wifi",2,933
2463,manchester,1145,"right around the corner, near everywhere you want to be",1,600
2464,manchester,1145,remarkable value. unbeatable location - southside manor,1,600
2465,salem-rockinghamarea,2170,be the first to live here beautiful new luxury unit pet friendly,2,
2466,19afairmountst.,1745,house in nashua- 11/11 sun open house 12-2,3,
2467,nashua,1795,🐇 hop on over to lofts 34 122,2,952
2468,nashua,1820,💰  keep money in the bank 1 month free rent lofts 34 238,1,1212
2469,manchester,1360,"2 bedroom, heat and hot water included",2,
2470,theresidencesatsundial,1650,◄lovely 1 bedroom apartment w/den... waiting for you to call it home,1,806
2471,"1400frontst.,manchester",1425,"regency place, premier 55+ apartments",1,750
2472,nan,2066,"2 bedroom - easy access to the 12-mile heritage trail, plank flooring",2,1097
2473,lebanon,2125,move in november - propane fireplace - garage -,3,1706
2474,franklinnh...,850,deal ...nice townhouse style 2 bdrm w/ views of winni river,2,820
2475,manchester,1145,beautiful areas to walk around - rural - move in november -,1,600
2476,greenville,775,"riverside apartments, 1 bed",1,
2477,greenville,725,"riverside apartments, 1 bed",,
2478,manchester,1810,make your move before it's too late - #207,2,1035
2479,"18chestnutst,claremont",1100,=friendly community||3 bed 1.5bath home available||,,
2480,manchester,1810,beautiful original hardwood floors plus bonus room #224,2,1029
2481,nashua,1450,change is in the air  sunny  bright 1 br available now,1,560
2482,somersworth,925,last remaining studio  hhw included,392ft2,
2483,laconia,1255,best wooded view apple ridge has to offer this ones a keeper,2,984
2484,somersworth,1410,"winter is coming, don't stress about heating bills  hhw included",917ft2,
2485,concord,1500,"concord, 3bed/1.5bath, 2 floors with attic and basement, garage",3,1500
2486,milford,1495,"beautiful 2 bedroom town homes, full basement",2,1000
2487,manchester,1785,no application fees centrally located in manchester #115,2,1012
2488,laconia,1249,income qualify today for our waitlist,3,1203
2489,somersworth,1340,welcome home we've got your heat covered this winter,733ft2,
2490,lebanon,1660,"built in microwave, patio/balcony, short term lease, spacious closets",1,697
2491,nan,1700,✂✂✂ move in specials call now and cut down some costs manche,2,1125
2492,03773,875,available next week,2,1100
2493,manchester,1700,☎call today time is running out on savings at carisbrooke,2,1125
2494,nan,650,one bed room,1,
2495,nan,1828,"2 bedroom - granite countertops, adjustable track lighting",2,933
2496,portsmouth,2000,2 bedroom apartment in downtown portsmouth,2,
2497,berlin,950,2 bedroom house,2,
2498,manchester,1455,spacious 2 bedroom apartments starting at $1455 heat and h/w include,2,975
2499,mason,2595,large colonial for rent,3,2650
2500,"134mammothrd,hooksett",1200,2 bedroom apartment in hooksett,2,
2501,keenenh,1265,apartment available,2,
2502,stoddard,1200,apartment for rent,2,
2503,nan,950,conway village,1,
2504,plymouth,900,plymouth farm apt,1,
2505,bridgestreetmanchester,925,townhouse apt.,1,
2506,manchester,1200,heated 2 bedroom,2,
2507,nashua,675,"room available, w/d in unit",2,
2508,nashua,1795,lofts 34 much to do much to see check us out franklin street #108,2,1098
2509,nashua,1795,lofts 34 now offering one month free rent come see #107,2,1098
2510,intervale,1325,3 bedroom apartment,3,1560
2511,nashua,1795,"if your 👢 were made for walking, walk on over to lofts 34",2,1098
2512,southberwick,1600,2br/1.5bath house for rent $1600 + utilities,2,1500
2513,manchester,1145,there's no place like home  renovated  rural area  pet friendly ,1,
2514,manchester,1145,rural area - close to shopping - laundry on site - southside manor -,1,600
2515,manchester,1145,cozy - renovated  bamboo flooring  southside manor  rural ,1,
2516,manchester,1455,"heat and hot water included, smoke free, great location next to 93/293",2,975
2517,dover,1529,all renovated two bedroom apartment- close to downtown dover,2,
2518,laconia,1255,no more laundromat we provide a washer/dryer in all laconia apts.,2,984
2519,"108wmainstreet,merrimac,ma",1849,"luxury 55+ active adult community- coming soon to merrimac, ma",2,1071
2520,"1400frontst.,manchester",1425,"regency place, premier 55+ apartments",1,750
2521,manchester,1350,in the heart of the city,2,
2522,swanzey,1354,"perfect location, patio, wall to wall carpet",2,1079
2523,"2040elmst,manchesternh",1395,huge north end apt -- 3 bedrooms,3,1600
2524,westlebanon,1325,2 bedroom west lebanon - short lease with option to renew,2,
2525,"80golfviewdrive,manchester",1550,greenview townhomes,2,1200
2526,nashua,1500,"nice 3 bedroom, 2 ba apt, 1 mile from rt 3",3,1100
2527,summerstreet,1395,two bedroom apartment 5 minute walk to downtown dover,2,650
2528,manchester,1145,bring your fury pal to this pet friendly community -,1,600
2529,1850frontstmanchesternh,1850,"regency west, luxury 55+ apartments",2,1140
2530,lebanon,1900,"views available, on-site maintenance, high speed internet, storage",2,999
2531,nashua,1825,come check out our spooktacular views at lofts 34   #230,2,1066
2532,3countryclubdrmanchesternh,1875,rivers edge condos in manchester luxury 55+ community,2,1470
2533,nashua,2825,dracula says lofts 34 is fang-tastic. set up a tour today #325,3,1870
2534,nan,1550,"two bed w/bonus room - heat, water,  w/d included",2,985
2535,nashua,1495,beautiful top floor 2br w/renovated kitchen and new vinyl flooring,2,980
2536,swanzey,1255,"convenient location, wall to wall carpet, hot water included",2,1018
2537,laconia,1255,make the move to apple ridge in laconia- call today for availability,2,984
2538,harvard/central,2200,"beautiful, bright 1 br near harvard/central - no fee",1,630
2539,manchester,1360,"2 bedroom 1 bathroom, pet friendly",2,
2540,manchester,1890,we are creepin' it real at lofts at mill west #ll12,2,1090
2541,dover,1900,large studio,1,
2542,laconia,994,call today to income qualify for our waitlist,2,973
2543,nan,1700,✂✂✂ cut down on those move-in costs with our move in specials,2,1125
2544,nan,1700,►►two bedrooms pet friendly - w/d in the unit manchester ◄,2,1125
2545,westsidemanchester,1250,1250.00 / 2 bedroom with 1 car garage,2,
2546,amherst/montvernon,2500,first month free executive home - desirable souhegan school district,5,3800
2547,"onewaterfordway,manchester",1461,two bedroom apartment for rent,2,985
2548,lebanon,2125,prospect hills in lebanon has a beautiful 3 bedroom townhouse,3,1706
2549,manchester,1145,manchester - rural area - move before the holiday's -,1,600
2550,keene,1295,come take a look before it's gone,1,
2551,nashua,1269,"nashua large slider to balc, great storage, walk to shops/movies/park",2,832
2552,nashua,1629,nashua /lg balc/great storage. near hghwy/shops/movies/park,3,1088
2553,hampton,1500,2 bedroom 1 bathroom,2,810
2554,alton,1200,double wide private land--easy access off highway,2,1456
2555,35brownave.,1095,nice 2 bedroom 2nd floor,2,
2556,franklinnh,1050,rustic duplex 1 bedroom,1,
2557,jaffrey,1325,3 bedroom apt - first floor,3,1160
2558,tilton,898,tilton affordable townhouses apply today,2,
2559,"108wmainstreet,merrimac,ma",1600,"luxury 55+ active adult community- coming soon to merrimac, ma",1,889
2560,10noblest,950,nice apartment - good location,1,
2561,meredith,862,meredith affordable garden style units apply today,2,
2562,wolfeboro,730,wolfeboro garden style apts.  townhouses apply today,2,
2563,"york,me",1200,2 bedroom apartment,2,700
2564,"york,me",1300,new 2 bedroom apartment,2,750
2565,york,1400,new 1 bedroom apartment w/ utilities,1,750
2566,lebanon,1960,"laundry service pick up and delivery, elevator, views available",2,1010
2567,milford,4000,garage for rent,3600ft2,
2568,manchester,1360,"2 bedroom 1 bathroom, pet friendly",2,
2569,theresidencesatsundial,1525,"❤ you'll fall in love with the lifestyle, location  community",1,735
2570,chesterfield,900,"2 bedroom apt,  keene area,  available now",2,750
2571,laconia,1255,affordablebamboowasher/dryerlaconiagranite,2,984
2572,nashua,1500,"location, location, location  welcome home to pheasant run",2,750
2573,keene/swanzey,1325,"private keene neighborhoodincludes heat,hot water,  covered parking",2,
2574,manchester,1660,mill no. 1 wow factor,2,1044
2575,manchester,,ramsay house senior subsidized housing,,
2576,nan,1862,"2 bedroom - granite countertops, gas-burning fireplaces, plank flooring",2,949
2577,nan,1649,"1 bedroom - oversized garden tubs, gated community with remote access",1,739
2578,manchester,1810,celebrate the holidays with us - lmw,2,1035
2579,"concord,n.h.",1155,concord 2 bedroom executive coming up november .,2,778
2580,manchester,1810,the wow factor at lmw,2,1020
2581,manchester,1145,check out this 1 bedroom to move into now - southisde manor -,1,600
2582,manchester,1785,the hottest digs in manchester nh,2,1012
2583,lebanon,2125,propane fireplace and garage - all set for winter -,3,1706
2584,"108wmainstreet,merrimac,ma",1849,"luxury 55+ active adult community- coming soon to merrimac, ma",2,1071
2585,186madisonstreet,1450,great 2-bedroom apartment near downtown portsmouth,,
2586,lebanon,2125,experience the prospect hills lifestyle. unit 49,3,1706
2587,lebanon,2129,"luxury, location, and convenience. unit 39",3,1706
2588,nashua,1795,franklin street lofts - luxury at its finest (103),2,1098
2589,manchester,1145,warm up with our hot specials at southside manor,1,600
2590,manchester,1145,everything you need. all right here at southside manor,1,600
2591,laconia,1249,call today to income qualify for our waitlist,3,1203
2592,"201at9woodmanrd,durhamnh",797,apartment at 9 woodman rd durham,1,
2593,lebanon,1660,"package receiving, refrigerator with ice maker, bike racks, recycling",1,697
2594,nan,1700,✂✂✂ move in specials call now and cut down some costs manche,2,1125
2595,dover,1800,"downtown dover, heat/hw, 3 bed, 2 bath, w/d in unit  $1800",3,1500
2596,nan,1700,"☎ get $300off first month rent, move in ready 2b1b manchester",2,1125
2597,61lafayette,1000,2 bdr. rochester $1000 heat/hw included,,
2598,30frontstreet,1525,cotton mill - free rent - 2 bedroom,2,917
2599,30frontstreet,1550,cotton mill - free rent special - 1 bed + den  rare......,1,1211
2600,hampton,1100,"1 bedroom in beautiful, secured building. plenty of parking (k7)",1,
2601,dover,1225,2 bedroom with storage. walking distance to downtown. (m2),2,
2602,dover,1300,$1300 / 2-3br great location close to downtown a must see p5,2,
2603,newfields,2495,$2495 / 3br - spacious farmhouse available (c) price reduced,3,
2604,dover,1350,$1350/ 4 br in a great location must see (j1) dover,4,
2605,portsmouth,1300,$1300 / 1br - $1300/ great 1br in the downtown portsmouth (a15),1,
2606,hampton,895,"895 / 1br - $925 great studio, 5 mins from the beach k9 price reduc",,
2607,dover,995,$995/1br-1 br walking distance to downtown (m3)price reduced,1,
2608,manchester,1890,#ll11 - so many windows upgraded manchester mill apt. w/ private ent.,2,
2609,"loudonroad,concord",850,1 bedroom  for rent,1,650
2610,manchester,1890,#ll15 - private entrance 2 bedroom manchester mill apartment,2,
2611,manchester,1200,beautiful 3 bedroom,3,
2612,5folsomrdctrossipee,1000,short term  rental includes everything 1000.00 month,1,700
2613,hampton,1400,sunny marsh view walk to north beach,2,
2614,weare,825,1br apartment - 15 minutes from manchester,1,
2615,moultonborough,1250, beautiful cape style home ,3,
2616,"58branchturnpike,concord",925,925/ 1br - edgewood heights condominiums - desirable unit,1,750
2617,"58branchturnpike,concord",1025,$1025/ 2br - edgewood heights condominiums - desirable unit,2,900
2618,dover,1700,dover downtown 3 bedroom (but like two apts in one) 1700/month,3,1200
2619,laurelst,1050,manchester nh - eastside - 2 bedroom apt.,2,900
2620,nashua,1750,"nashua 2br/1 bath duplex, $1,750 including h/hw",2,1100
2621,milford,900,one bedroom apt,1,
2622,portsmouth,862,roommate asap,3,
2623,keene,850,1 bedroom apt. downtown keene- avail dec 1,1,
2624,franklin,1200,house for rent in franklin,3,1000
2625,"roxburystreet,keene",1350,robin hood park area,3,
2626,westlebanon,1550,west lebanon 2-bedroom for rent,2,1175
2627,"wells,maine",1500,2 bed/1.5 bath duplex available 12/1/18,2,1200
2628,19somainst,695,west stewartstown three bedroom with heat included $695,3,900
2629,3troonterraceunit21,1295,holderness two bedroom 1.5 bathroom condo for rent,2,1300
2630,penacook,875,$875 / 1 br - sunny apartment in quiet residential neighborhood,1,
2631,"20burmaroad,sunapee",1800,winter rental sunapee nh,3,1750
2632,nashua,1950,beautiful / updated 3 bed 2 full bath 1 floor condo at exit 1 route 3,1300ft2,
2633,nan,1400,two bedroom apartment,2,
2634,manchester,1850,warm up with our hot specials at lofts 34 #311,2,1035
2635,nashua,1525,"luxury is built-in, not tacked on at lofts 34#ll29",1,834
2636,laconia,1255,don't you deserve stainless steel applianceswe have it all in laconia,2,984
2637,manchester,1635,where luxury meets convenience. mill west(104),2,911
2638,manchester,2145,unique downtown living 3br + den  laundry in unit ll-16,2,1515
2639,manchester,1785,"adorable, historic,  comfy 2 br in manchester's mill west (129)",2,1035
2640,anywhere,3500,pics--of--pets--,,
2641,laconia,1255,treat yourself this holiday season to the nicest apts in laconia,2,984
2642,laconia,1255,apple ridge fancy living without the fancy cost,2,984
2643,nashua,1795,"you'll fall ""crazy in love"" with the lofts 34 #110",2,1098
2644,manchesternh,1461,price drop,2,985
2645,nashua,1500,3 bedroom apt,3,1200
2646,nashua,1795,ain't nobody got time for apartment searching lofts 34 #309,2,1098
2647,hillsborough,1200,spacious and comfortable home for rent,4,2500
2648,nashua,1725,😍 love where you live lofts 34 ll19,2,1066
2649,hillsborough,750,unique one bedroom loft style apartment in historic riverfront mill,1,650
2650,nan,1150,beautiful  clean  2nd flr  + small office  pkg (2),2,1100
2651,nashua,1795,riverfront community just a walk from downtown nashua. lofts 34#214,2,1098
2652,manchester,1890,spacious living so you can live outside the lines  -annex ll-12,2,1090
2653,nashua,1525,get your kicks at lofts 34 #ll26,1,745
2654,goffstown,1200,one bedroom rented....,1,800
2655,manchester,1810,blending relaxation  sophistication #247,2,1020
2656,somersworth,1450,includes heat  hot water,3,
2657,manchester,1635,#136 - make your commute a breeze easy access to 93/293,2,
2658,hamptonbeach,1350,1 bedroom apt. year round,1,
2659,manchesternh,735,live here - work here part time,,
2660,manchester,735,opportumnity - heated 1 bedroom / with part time maintenace position,,
2661,dover,1475,clean new england style home,3,1000
2662,fremont,2200,3+  bedroom spacious cape,3,2100
2663,portsmouth,1275,portsmouth 2 bedroom available now,2,
