Unnamed: 0,City,Price,Title,bedroom,ft
896,manchester,1890,don't let this apartment pass you by #ll-12,2,1090
897,1034lancasterroad,575,pine tree apartments - studio $575.00 - utilities included,1,250
898,1034lancasterroad,600,studio- utilities included,1,
899,nashua,1795,enjoy indoor garage parking at lofts 34,1098ft2,
900,274thst,2000,"updated 3-br, pets allowed",3,1400
901,manchester,1810,pets welcome 2br upscale loft style apartment #209,2,1020
902,manchester,1810,cuddle up in our movie theatre at lofts of mill west,2,1020
903,nan,1821,"2 bedroom- full-sized washer and dryer in apartment, central a/c",2,933
904,nan,1649,"1 bedroom - oversized garden tubs, package acceptance at leasing office",1,739
905,holliscrossingnashuanh,1500,condo for rent,2,
906,"29capronrd.,milford",1169,warm up for the winter in this cozy 1 bed,1,600
907,salisburyma,1100,"2 bdr steps from ocean, incls heat and electric",2,
908,153dennettrd,1175,2 bedroom apartment,2,800
909,portsmouth,2650,downtown portsmouth 2 bed unfurnished home,2,1400
910,"119easternave,manchesternh",1299,moving we have what you need avail. mid december,2,833
911,pembroke,1200,water view 2 bedroom appartment,2,800
912,neardowntownhampton,2200,4br 1bath apartment on second and third floor of house,4,1800
913,"20sentinelcourt,manchesternh",1329,check us out open 7 days/week $750 off 1st month rent,2,861
914,177easternavemanchester,1099,top floor 1 bedroom with a balcony mean't for sunsets,1,633
915,"26bathstreet,manchester",1029,save time save money live with red oak wood plank flooring,1,660
916,"haverhill,ma",1550,beautiful 2br apartment available on corner lot w off-street parking,2,915
917,"86unionstreet,manchester",1559,see the red oak difference 1.5 baths,2,1200
918,"haverhill,ma",1550,beautiful 2br apartment available on corner lot w off-street parking,2,915
919,"64merrimackstreet,manchester",879,heat included with this studio apartment home,273ft2,
920,"20sentinelct,manchesternh",2199,home sweet home house for rent - 1st full month special,5,1774
921,"20sentinelct,manchesternh",1329,special price - 3rd floor two bedroom with m/i savings,2,861
922,claremont,1300,"upgraded 3-br duplex with yard, parking",3,
923,"180northmainstreet,boscawen",999,you are always #1 with red oak no security deposit required,2,700
924,pinehurstave.derry,1600,3 bedroom/1 bath duplex for rent,3,1244
925,"3931oldbrownavenue,manchester",1079,beautiful second floor apartment available soon,1,468
926,greatermanchester,1,"attn property owner debt too high don't lose your home, we can help",,
927,portsmouth,800,studio great location 5 min walk to downtown,,
928,westchesterfield,1200,2 bdrm house for rent,2,
929,"93weststreet,milford",1099,let us pay your heat  hot water = 2 bedroom apartment in milford,2,716
930,16stjohnstreetdover,1800,3 bedroom apartment - downtown dover,3,
931,"80easternavenue,manchester",833,sooooo affordable dishwasher in kitchen fully applianced,2,1299
932,"90powersstreet,milford",1289,completely modern apartment on-site laundry,2,875
933,"eastridgedrive,milford",2199,the best rentals on craigslist stop looking click here,3,1885
934,"30hanoverstreet,manchester",1289,luxurious 1 bedroom apartment - no security deposit required,1,840
935,milford,1369,1 bedroom in the newest community in milford,1,612
936,milfordnh,1169,start the new year with new digs 1 bedroom available 1/14,1,600
937,"20sentinelcourt,manchester",1239,one of manchester's best places to live pet friendly options,1,617
938,milford,1269,check out this large 2 bedroom available soon great location,2,
939,"52eastridgedr.,milford",1689,milfords most desired location has just what you are looking for,2,964
940,188sagamorestreetmanchester,1500,north-end 3 bedroom apartment for rent,3,1285
941,lee,925,"bright, immaculate in lee",1,800
942,"593beechstreet,manchesternh",750,"renovated studio, first floor, off street parking",425ft2,
943,188sagamorestreetmanchester,1550,north-end 3 bedroom apartment for rent,3,1285
944,salem,1850,arlington pond year rnd waterfront rental,2,
945,northend,1600,"heat included, north end 3 bedroom apartment for rent",3,1379
946,hampton,1700,year round beach apartment for rent,2,1440
947,"belmont,laconia",220,small cozy one bedroom in country,1,
948,rochester/gonic,1250,2 bedroom condo,2,1100
949,nan,1200,updated 2 bedroom 2 bathroom dover apartment,2,
950,seabrookbeach,2000,single family home for rent for november 2018- may 2019,3,
951,centerconway,1700,mount washington valley rental,3,2500
952,nashua,1300,large  house/2 bedroom for rent,2,
953,franklin,975,3 bedroom 1 bath apartment,3,
954,"lowell,ma",1600,upper highlands 4 bedroom - heat and hot water inc.,4,
955,southnashua,1550,apartment for rent till april,2,1200
956,newboston,1950,"short term, furnished house",2,
957,downtownmanchester,1350,3 bedrooms apartment in manchester- completely renovated (636 second ),3,
958,636secondstindowntownmanchester,1350,3 bedrooms apartment in manchester- completely renovated (636 second ),3,
959,nan,1350,3 bedrooms apartment in manchester- completely renovated (636 second s,3,
960,keene,650,keene 4 bedroom rental downtown close to keene state,,
961,moultonborough,700,3 br 1 ba house for rent near lake winnipesaukee,3,1600
962,nan,1695,duplex for rent,,
963,northbrookdr,1300,2 bedroom 1 bath,2,812
964,"105woodlandroad,hampton",2850,"beautiful ranch home for rent - hampton, nh",3,2096
965,laconia,925,absolutely gorgeous 3br 2 bath manufactured home in beautifully mainta,3,1344
966,claremont,1100,two 3 bdrm units just renovated nice street downtown,3,900
967,portsmouth,2150,portsmouth - large townhouse executive rental close to downtown,2,1450
968,"wolfroad,lebanon",1350,1 bedroom apt. newly constructed fully furnished/5 minutes from dhmc.,1,
969,jennessbeacharea,1600,winter rental rye beach,3,1200
970,hudson,850,1 beerool,,
971,closetolawschoolanddowntown,1050,2 bedroom apartment for rent,2,1100
972,nashua,1900,walk to downtown or stay home  enjoy luxury amenities at lofts 34,2,1213
973,manche,2655,mill west is stuffed with amenities upgrade to luxury living #413,2,1800
974,concord,1300,"- large rooms heat included country setting, 5 min. to concordheights",2,
975,nashua,1625,"#127 spacious, bright, historic  1 month free at lofts 34",1,955
976,nashua,1795,🍷 🍸 easy living steps from nashua's downtown🍹 🍺,2,1098
977,nashua,1795,move moew 🐱 we love your furbabies 🐱  lofts 34 208,2,1098
978,nashua,1575,start fresh historic renovation lofts 34 116,1,
979,81/2markarstnashua,1025,1 bedroom house for rent,1,
980,laconia,1255,change your apartment/change your life in laconia,2,984
981,derry,1289,"1br home sweet home, must see amenities",1,
982,nashua,1650,come watch football in our game room at lofts 34 #ll02,2,1099
983,manchester,1495,don't miss it - west side clean  extra large 4 bedrooms-2nd floor,4,1600
984,manchester,1200,house-share with river views gated community,2,2100
985,manchester,1635,modern amenities. urban location. sophisticated style.   #104,2,930
986,nashua,1400,two bedroom deluxe apartment,2,1037
987,nashua,1480,2 bedroom deluxe apartment available now,2,1037
988,nashua,1350,2 bed corner unit - $100 off first months rent if you apply same day,2,832
989,nashua,1480,beautiful updated 2 bedroom available now,2,1037
990,nan,1500,two bedroom apartment $1500 north nashua exit 8,2,850
991,hampsteadnh,1200,1 bedroom,1,
992,hampsteadnh,1200,1 bedroom,1,
993,nashua,1500,available for the new year smoke-free living - prime nashua location,2,750
994,59oldhacketthillrdmanchesternh,1810,"regency heights, exclusive 55+ living",2,1140
995,salem,2450,salem ranch with garage,,
996,285thstreet,495,down town dover,1,500
997,3countryclubdrmanchesternh,1875,"river views rivers edge, 55+ luxury community",2,1470
998,1850frontstmanchesternh,1850,"fall into savings regency west, 55+ community",2,1140
999,nashua,1650,your new view awaits at lofts 34 in nashua  #ll11,1088ft2,
1000,concord,1050,large 5 room 1 bdrm in victorian. ht ht h2o included,1,
1001,manchester,1810,#205 - original manchester mill floors in your upgraded apartment,2,
1002,manchester,2090,overlooking the river  mountains  manchester's lofts at mill #1,2,1044
1003,manchester,1755,2019 will be your year to live at manchester's lofts at mill #1,2,1064
1004,nashua,1400,beautiful 2bed/1bath,2,1000
1005,concord/penacook,1035,affordable luxury - beautiful 2 bedroom at oak creek in concord,2,850
1006,merrimackstreet,864,affordable rent needed clean/updated/great location,2,678
1007,"95powersst.,milford",1189,woofmeow your pets are sure to love this 1 bedroom,1,650
1008,"108wmainstreet,merrimac,ma",1975,reserve your new apartment today,2,1123
1009,milford,1189,rent a spacious 1br this holiday season pet friendly,1,650
1010,lebanon,2125,"granite, fireplace, garage 3 br 2.5 ba in lebanon",3,1706
1011,lebanon,2125,great looking townhouse prospect hills,3,1706
1012,lebanon,1725,"high speed internet, stainless steel appliances, on-site maintenance",1,697
1013,manchester,1145,walk your pet  picnic under the pines  renovated  rural area ,1,
1014,manchester,1145, laundry on site  renovated  bamboo flooring  close to shopping ,1,
1015,manchester,1145,close to shopping and the highways  rural area  southside manor ,1,
1016,newdurham,45,furnished short term rental betw new durham  lake winnepesaukee,1,700
1017,broadwayave,1595,"updated, quiet, safe - large 3 bedroom",3,1100
1018,nashua,1345,large top floor 2 br for a great price,2,980
1019,"1400frontst.,manchester",1425,"regency place, premier 55+ apartments",1,750
1020,manchester,2090,unique floorplan  fireplace in this manchester loft  mill #1,2,1107
1021,26depotst2ndfloor,749,"hillsborough, large 1 to 2br being renovated $749",1,750
1022,milfordnh,1689,holidays are coming> the ridge at eastern trails 2 bedroom awaits you,2,964
1023,warner,875,quiet 1 bedroom apartments in warner (close to concord),1,
1024,loudon,1780,duplex/condo,3,1800
1025,59oldhacketthillrdmanchesternh,1810,"regency heights, exclusive 55+ living",2,1140
1026,milford,1269,country living cozy 2 bedroom surrounded by beautiful landscaping,2,875
1027,loudon,1780,duplex/townhouse,3,1700
1028,exeternh,850,scott mccarthy scam 44 hampton road exeter nh,,
1029,exeternh,850,scott mccarthy scam 44 hampton road exeter nh,,
1030,3countryclubdrmanchesternh,1875,available now  gorgeous river views,2,1470
1031,dover,1509,"granite counters, energy 🌟 rated, top floor/corner apt.",2,
1032,dover,1349,exclusive one bedroom available call today to schedule your tour,1,
1033,milford,1189,cozy 1 bedroom coming open for the holidays don't wait,1,650
1034,exeter,1450,2 bedroom apartment,2,
1035,1850frontstmanchesternh,1850,fall special regency west  55+ community in manchester,2,1140
1036,laconia,1255,hate hearing traffic at night apple ridge has tranquil wooded views,2,984
1037,hampton,2200,stunning 2 bedroom with loft multi level contemporary home,2,2000
1038,downtownmanchester,1069,luxury 2 room--studio  available ✫ downtown manchester ✫,560ft2,
1039,lebanon,2000,"high ceilings in select apartment homes, central air conditioning",2,1000
1040,manchester/hooksett,1050,apt in quiet building,2,
1041,299hanoverstreetmanchesternh,800,apartment for rent,,
1042,offsouthwillow,1100,apartment for rent,3,
1043,westsideofmanchester,950,apartment for rent-2 bedroom,2,
1044,plymouth,2300,executive home in plymouth neighborhood,3,2974
1045,"108wmainstreet,merrimac,ma",1625,"taking reservations today  regency village, luxury 55+ community",1,889
1046,111vinestreet-nashua,800,nashua -  one bedroom,1,525
1047,weare,1175,house for rent,2,
1048,521wilsonstmanchesternh,1500,4 bed apt manchester nh $1500,4,
1049,4highstreet,1450,derry nh,2,
1050,nan,1400,conway,3,2200
1051,manchester,735,mobile home for-downtown 2br 1.5 bath. new,,
1052,concordnh,350,loft suite concord nh all inclusive,1,
1053,concord/penacook,1035,be a leaf peepermove to oak creekno security makes it even better,2,850
1054,"86unionst,manchester",1559,"price reduced--- townhouse apt with lg layout, garage, w/d hook-ups",2,1200
1055,manchester,1259,tour today----pet friendly 2 br- no sec deposit,2,733
1056,manchester,1810,#207 - 2nd floor manchester mill west 2 br apartment,2,
1057,centerconway,1200,2 bedroom 2 bath,2,
1058,manchester,879,low price----save here- -- studio with free utilities,300ft2,
1059,bartlettnh,1100,seasonal rental,2,
1060,"27eastridgedr,milford",2199,"large non-smoking 3 br townhouse--milford, nh",3,1885
1061,"offcapronrd,milford",1689,brand new building non-smoking pet friendly building,2,964
1062,"7railroadave,derry",1429,"beautiful apt for rent with yard,  w/d, parking and storage",2,910
1063,boscawen,999,wow- a 2 br with free hot water  call today,2,700
1064,hooksett,1589,"huge 2 bedroom condo ✪ gourmet kitchen, 3 balconies and 2 full baths",2,1152
1065,laconia,1255,impress your guests with stainless steel  granite-laconia,2,984
1066,oceanboulevard,450,winter rental - hampton beach - ocean view studio,1,
1067,rye,850,come check it out at the open house this weekend saturday 11/10 and su,2,
1068,rye,850,come check it out at the open house this weekend saturday 11/10 and su,2,
1069,nan,1665,2 bedroom deluxe dog friendly $1665,950ft2,
1070,nan,1665,2 bedroom deluxe dog friendly $1665,950ft2,
1071,"82thirdst,manchester'swestside",1429,need move space  here's a 3 bedroom apt  no security deposit,3,1355
1072,manchester:offgoldst,1239,you deserve it ✪ no sec deposit required- 1 bedroom apt non-smoking,1,617
1073,milford:nearnashua,1269,reserve now- love where you live ❤ milford apartments-- pets welcome,2,950
1074,milford,1099,best price in milford --2 br apt w/ free heat  hot water,2,716
1075,manchester,1299,move-in next week-----renovated-----pet friendly 2 br- no sec deposit,2,733
1076,"26bathst,manchester:westside!",1029,❉large 1 br apt with large closets and parking,1,660
1077,"oldbrownavenue,manchesternh",1079,we are giving tours today---non-smoking- 1 br apartment + free heat,1,468
1078,"20sentinelct,manchester",1329,must see-ready now--take $750 off------- large 2 br/2ba w/private w/d,2,861
1079,429oceanboulevard,350,"winter rental - hampton beach, nh",1,650
1080,429oceanboulevard,350,"winter rental - hampton beach, nh",1,650
1081,"20sentinelcourt,manchester",2099,price reduced + take $750 off--lg single family house:  5 br/3.5 ba,5,1774
1082,claremont,895,"2nd floor; comfortable 4 rm, 1 br apt- newer appliances  quiet",2,450
1083,"30hanoverst,manchester",1289,"look--- opera block- brick feature wall, stainless steel kitchen",1,840
1084,loudon,1200,2br country apt,2,960
1085,"86unionstreet,manchester",1559,"don't miss out  townhouse apt with large layout, garage, w/d hook-ups",2,1200
1086,33brookstreet,925,nice clean 1 bedroom - non smoking only,1,400
1087,claremont,785,efficiency 2 rm - cute  cozy,1,400
1088,"rye,portsmouth",875,studio efficiency/ winter rental,375ft2,
1089,manchester,1785,#115 - must see - manchester's historic mill west apartments,2,
1090,"1400frontst.,manchester",1425,"regency place, premier 55+ apartments",1,750
1091,"59oldhacketthillrdmanchesternh,unit47",1810,"don't miss out regency heights, 55+ community",2,1140
1092,manchester,1890,#ll15 - private entrance 2 bedroom manchester mill apartment,2,
1093,3countryclubdrmanchesternh,1875,"best river views  rivers edge, 55+ luxury community",2,1470
1094,newportnhbyclaremont,1095,rent to own house,3,1538
1095,manchester,1890,#ll12 - so many windows upgraded manchester mill apt. w/ private ent.,2,
1096,manchester,700,"manchester, nh 家庭住宅的精美之",2,864
